"IPrangeStart","IPrangeEnd","AccountNum"
152.091.009.115,152.091.009.115,ACC_A0011223
202.014.188.012,202.014.188.012,ACC_A0011223
202.014.188.013,202.014.188.013,ACC_A0011223
005.005.005.005,005.005.005.005,a694b509c3aa0cf83bab0bce482f89
203.167.209.154,203.167.209.154,ACC_A0080094
049.255.045.178,049.255.045.178,ACC_A0099496
113.029.025.090,113.029.025.090,ACC_A0099496
202.072.130.154,202.072.130.154,ACC_A0099496
203.221.060.218,203.221.060.218,ACC_A0099496
192.231.059.035,192.231.059.035,ACC_A0090440
192.231.059.037,192.231.059.037,ACC_A0090440
192.231.059.060,192.231.059.060,ACC_A0090440
202.000.106.097,202.000.106.158,ACC_A0090440
203.008.118.001,203.008.118.062,ACC_A0090440
203.166.096.235,203.166.096.235,ACC_A0090440
216.017.113.220,216.017.113.220,ACC_A0090440
216.017.121.220,216.017.121.220,ACC_A0090440
115.070.161.089,115.070.161.089,ACC_A0037189
115.070.163.174,115.070.163.174,ACC_A0037189
203.027.180.126,203.027.180.126,ACC_A0037189
203.027.188.170,203.027.188.170,ACC_A0037189
111.069.059.086,111.069.059.086,ACC_A0078476
013.238.109.113,013.238.109.113,ACC_A0009236
014.203.101.238,014.203.101.238,ACC_A0009236
014.203.101.241,014.203.101.254,ACC_A0009236
061.014.106.054,061.014.106.054,ACC_A0009236
061.014.107.161,061.014.107.174,ACC_A0009236
202.142.049.038,202.142.049.038,ACC_A0009236
052.063.145.024,052.063.145.024,ACC_A0012388
203.218.040.230,203.218.040.230,d537e7e94978c317cc5e86b1c8cafd
138.044.161.019,138.044.161.019,ACC_A0012038
013.055.100.180,013.055.100.180,ACC_A0088563
005.198.141.019,005.198.141.019,ACC_A0086106
203.019.080.001,203.019.087.255,ACC_A0086106
203.109.192.127,203.109.192.127,ACC_A0074406
027.096.065.018,027.096.065.018,d425f74e16e3619dd1169989c182b6
027.096.067.129,027.096.067.134,d425f74e16e3619dd1169989c182b6
027.096.067.166,027.096.067.166,d425f74e16e3619dd1169989c182b6
027.096.067.252,027.096.067.252,d425f74e16e3619dd1169989c182b6
049.000.028.000,049.000.028.000,d425f74e16e3619dd1169989c182b6
049.000.029.000,049.000.029.000,d425f74e16e3619dd1169989c182b6
049.000.029.003,049.000.029.003,d425f74e16e3619dd1169989c182b6
049.000.029.017,049.000.029.017,d425f74e16e3619dd1169989c182b6
052.065.102.241,052.065.102.241,d425f74e16e3619dd1169989c182b6
054.066.154.053,054.066.154.053,d425f74e16e3619dd1169989c182b6
054.153.156.101,054.153.156.101,d425f74e16e3619dd1169989c182b6
054.206.031.063,054.206.031.063,d425f74e16e3619dd1169989c182b6
122.056.105.182,122.056.105.182,d425f74e16e3619dd1169989c182b6
122.058.103.150,122.058.103.150,d425f74e16e3619dd1169989c182b6
125.236.196.152,125.236.196.152,d425f74e16e3619dd1169989c182b6
131.203.253.054,131.203.253.054,d425f74e16e3619dd1169989c182b6
165.084.106.034,165.084.106.034,d425f74e16e3619dd1169989c182b6
202.002.008.000,202.002.008.255,d425f74e16e3619dd1169989c182b6
202.002.009.000,202.002.009.255,d425f74e16e3619dd1169989c182b6
202.002.010.000,202.002.010.255,d425f74e16e3619dd1169989c182b6
202.002.011.000,202.002.011.255,d425f74e16e3619dd1169989c182b6
202.002.012.000,202.002.012.255,d425f74e16e3619dd1169989c182b6
202.002.013.000,202.002.013.255,d425f74e16e3619dd1169989c182b6
202.002.014.000,202.002.014.255,d425f74e16e3619dd1169989c182b6
202.002.015.000,202.002.015.255,d425f74e16e3619dd1169989c182b6
202.014.032.000,202.014.063.255,d425f74e16e3619dd1169989c182b6
202.014.216.000,202.014.216.255,d425f74e16e3619dd1169989c182b6
202.036.096.000,202.036.096.255,d425f74e16e3619dd1169989c182b6
202.036.097.000,202.036.097.255,d425f74e16e3619dd1169989c182b6
202.036.098.000,202.036.098.255,d425f74e16e3619dd1169989c182b6
202.036.099.000,202.036.099.255,d425f74e16e3619dd1169989c182b6
202.036.100.000,202.036.100.255,d425f74e16e3619dd1169989c182b6
202.036.101.000,202.036.101.255,d425f74e16e3619dd1169989c182b6
202.036.102.000,202.036.102.255,d425f74e16e3619dd1169989c182b6
202.036.103.000,202.036.103.255,d425f74e16e3619dd1169989c182b6
202.036.225.004,202.036.225.004,d425f74e16e3619dd1169989c182b6
202.036.225.005,202.036.225.005,d425f74e16e3619dd1169989c182b6
202.036.225.009,202.036.225.009,d425f74e16e3619dd1169989c182b6
202.037.000.000,202.037.000.255,d425f74e16e3619dd1169989c182b6
202.037.001.000,202.037.001.255,d425f74e16e3619dd1169989c182b6
202.037.002.000,202.037.002.255,d425f74e16e3619dd1169989c182b6
202.037.003.000,202.037.003.255,d425f74e16e3619dd1169989c182b6
202.037.004.000,202.037.004.255,d425f74e16e3619dd1169989c182b6
202.037.005.000,202.037.005.255,d425f74e16e3619dd1169989c182b6
202.037.006.000,202.037.006.255,d425f74e16e3619dd1169989c182b6
202.037.007.000,202.037.007.255,d425f74e16e3619dd1169989c182b6
202.037.008.000,202.037.008.255,d425f74e16e3619dd1169989c182b6
202.037.009.000,202.037.009.255,d425f74e16e3619dd1169989c182b6
202.037.010.000,202.037.010.255,d425f74e16e3619dd1169989c182b6
202.037.011.000,202.037.011.255,d425f74e16e3619dd1169989c182b6
202.037.012.000,202.037.012.255,d425f74e16e3619dd1169989c182b6
202.037.013.000,202.037.013.255,d425f74e16e3619dd1169989c182b6
202.037.014.000,202.037.014.255,d425f74e16e3619dd1169989c182b6
202.037.015.000,202.037.015.255,d425f74e16e3619dd1169989c182b6
202.037.042.000,202.037.042.255,d425f74e16e3619dd1169989c182b6
202.037.043.000,202.037.043.255,d425f74e16e3619dd1169989c182b6
202.049.000.000,202.049.000.255,d425f74e16e3619dd1169989c182b6
202.049.001.000,202.049.001.255,d425f74e16e3619dd1169989c182b6
202.049.002.000,202.049.002.255,d425f74e16e3619dd1169989c182b6
202.049.003.000,202.049.003.255,d425f74e16e3619dd1169989c182b6
202.049.004.000,202.049.004.255,d425f74e16e3619dd1169989c182b6
202.049.005.000,202.049.005.255,d425f74e16e3619dd1169989c182b6
202.049.006.000,202.049.006.255,d425f74e16e3619dd1169989c182b6
202.049.007.000,202.049.007.255,d425f74e16e3619dd1169989c182b6
202.049.017.004,202.049.017.004,d425f74e16e3619dd1169989c182b6
202.049.019.004,202.049.019.004,d425f74e16e3619dd1169989c182b6
202.049.198.001,202.049.198.001,d425f74e16e3619dd1169989c182b6
202.050.208.000,202.050.208.255,d425f74e16e3619dd1169989c182b6
202.050.252.000,202.050.252.255,d425f74e16e3619dd1169989c182b6
203.167.214.210,203.167.214.210,d425f74e16e3619dd1169989c182b6
203.176.154.000,203.176.154.255,d425f74e16e3619dd1169989c182b6
203.176.155.000,203.176.155.255,d425f74e16e3619dd1169989c182b6
210.054.008.000,210.054.008.255,d425f74e16e3619dd1169989c182b6
210.054.009.000,210.054.009.255,d425f74e16e3619dd1169989c182b6
210.055.139.065,210.055.139.079,d425f74e16e3619dd1169989c182b6
219.088.071.090,219.088.071.090,d425f74e16e3619dd1169989c182b6
219.089.127.178,219.089.127.178,d425f74e16e3619dd1169989c182b6
203.42.25.68,203.42.25.68,ACC_A0006088
203.029.104.010,203.029.104.010,ACC_A0024304
203.044.119.228,203.044.119.228,ACC_A0009165
203.044.119.229,203.044.119.229,ACC_A0009165
203.044.119.235,203.044.119.235,ACC_A0009165
211.027.224.200,211.027.224.200,ACC_A0009165
211.027.224.201,211.027.224.201,ACC_A0009165
211.027.224.207,211.027.224.207,ACC_A0009165
211.027.224.218,211.027.224.218,ACC_A0009165
211.027.224.219,211.027.224.219,ACC_A0009165
211.027.224.220,211.027.224.220,ACC_A0009165
211.027.224.221,211.027.224.221,ACC_A0009165
211.027.224.222,211.027.224.222,ACC_A0009165
014.203.046.254,014.203.046.254,ACC_A0000742
020.047.122.110,020.047.122.110,ACC_A0000742
020.092.133.056,020.092.133.056,ACC_A0000742
020.092.133.072,020.092.133.072,ACC_A0000742
020.092.133.103,020.092.133.103,ACC_A0000742
024.239.128.012,024.239.128.012,ACC_A0000742
024.239.128.013,024.239.128.013,ACC_A0000742
024.239.128.028,024.239.128.028,ACC_A0000742
024.239.128.029,024.239.128.029,ACC_A0000742
024.239.133.008,024.239.133.008,ACC_A0000742
024.239.133.009,024.239.133.009,ACC_A0000742
024.239.133.022,024.239.133.022,ACC_A0000742
024.239.133.023,024.239.133.023,ACC_A0000742
024.239.137.008,024.239.137.008,ACC_A0000742
024.239.137.009,024.239.137.009,ACC_A0000742
024.239.138.008,024.239.138.008,ACC_A0000742
024.239.138.009,024.239.138.009,ACC_A0000742
024.239.148.028,024.239.148.028,ACC_A0000742
024.239.148.029,024.239.148.029,ACC_A0000742
024.239.152.012,024.239.152.012,ACC_A0000742
024.239.152.013,024.239.152.013,ACC_A0000742
060.241.131.030,060.241.131.030,ACC_A0000742
060.241.180.090,060.241.180.090,ACC_A0000742
060.242.022.114,060.242.022.114,ACC_A0000742
061.068.021.058,061.068.021.058,ACC_A0000742
103.164.030.001,103.164.030.032,ACC_A0000742
203.003.178.059,203.003.178.059,ACC_A0000742
203.003.188.059,203.003.188.059,ACC_A0000742
203.055.208.118,203.055.208.118,ACC_A0000742
203.055.208.119,203.055.208.119,ACC_A0000742
203.055.211.168,203.055.211.168,ACC_A0000742
203.055.211.169,203.055.211.169,ACC_A0000742
203.087.126.202,203.087.126.202,ACC_A0000742
203.087.126.210,203.087.126.210,ACC_A0000742
203.087.126.214,203.087.126.214,ACC_A0000742
203.087.126.218,203.087.126.218,ACC_A0000742
203.087.126.222,203.087.126.222,ACC_A0000742
203.087.126.226,203.087.126.226,ACC_A0000742
203.087.126.230,203.087.126.230,ACC_A0000742
203.087.126.234,203.087.126.234,ACC_A0000742
203.087.126.238,203.087.126.238,ACC_A0000742
203.219.091.106,203.219.091.106,ACC_A0000742
103.091.192.000,103.091.192.255,5a4ba22548a96b21910682ea042919
103.091.193.000,103.091.193.255,5a4ba22548a96b21910682ea042919
120.018.168.088,120.018.168.088,5a4ba22548a96b21910682ea042919
116.212.217.162,116.212.217.162,ACC_A0005048
103.122.041.048,103.122.041.063,ACC_A0078329
103.122.041.064,103.122.041.095,ACC_A0078329
210.054.064.148,210.054.064.148,ACC_A0078329
210.054.064.190,210.054.064.190,ACC_A0078329
059.154.019.025,059.154.019.031,ACC_A0010341
103.009.060.199,103.009.060.199,ACC_A0010341
103.009.060.200,103.009.060.200,ACC_A0010341
203.029.131.054,203.029.131.054,ACC_A0010341
103.241.7.198,103.241.7.198,ACC_A0040664
103.79.108.196,103.79.108.196,ACC_A0040664
124.197.4.149,124.197.4.149,ACC_A0078531
210.55.240.81,210.55.240.81,ACC_A0077518
052.220.120.164,052.220.120.164,074b5b4dbb135fb8890ef1f4b4f19a
153.020.000.000,153.020.255.255,074b5b4dbb135fb8890ef1f4b4f19a
052.076.154.136,052.076.154.136,074b5b4dbb135fb8890ef1f4b4f19a
210.086.003.052,210.086.003.052,ACC_A0081472
115.133.055.005,115.133.055.005,ACC_A0055991
115.134.129.169,115.134.129.169,ACC_A0055991
175.136.233.097,175.136.233.097,ACC_A0055991
211.024.120.058,211.024.120.058,ACC_A0055991
161.029.141.084,161.029.141.084,711ce619d0090d7355f22983422c9a
